# ICD-10-CM FY2026 reference data (public domain, NCHS/CMS).
# Bundled subset: F01-F99 (mental/behavioral) + Z55-Z65 (psychosocial circumstances).
# Generated data — do not hand-edit. Columns: code, billable (1/0), category, description.
code	billable	category	description
F13.19	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder
F13.2	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic-related dependence
F13.20	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence, uncomplicated
F13.21	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence, in remission
F13.22	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with intoxication
F13.220	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with intoxication, uncomplicated
F13.221	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with intoxication delirium
F13.229	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified
F13.23	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with withdrawal
F13.230	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated
F13.231	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with withdrawal delirium
F13.232	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with withdrawal with perceptual disturbance
F13.239	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with withdrawal, unspecified
F13.24	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced mood disorder
F13.25	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder
F13.250	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions
F13.251	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations
F13.259	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified
F13.26	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder
F13.27	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia
F13.28	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorders
F13.280	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder
F13.281	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sexual dysfunction
F13.282	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder
F13.288	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with other sedative, hypnotic or anxiolytic-induced disorder
F13.29	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic dependence with unspecified sedative, hypnotic or anxiolytic-induced disorder
F13.9	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic-related use, unspecified
F13.90	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic, or anxiolytic use, unspecified, uncomplicated
F13.91	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified, in remission
F13.92	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with intoxication
F13.920	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with intoxication, uncomplicated
F13.921	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with intoxication delirium
F13.929	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with intoxication, unspecified
F13.93	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with withdrawal
F13.930	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, uncomplicated
F13.931	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with withdrawal delirium
F13.932	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with withdrawal with perceptual disturbances
F13.939	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with withdrawal, unspecified
F13.94	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced mood disorder
F13.95	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder
F13.950	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions
F13.951	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations
F13.959	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified
F13.96	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting amnestic disorder
F13.97	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia
F13.98	0	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorders
F13.980	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced anxiety disorder
F13.981	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sexual dysfunction
F13.982	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced sleep disorder
F13.988	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with other sedative, hypnotic or anxiolytic-induced disorder
F13.99	1	Sedative, hypnotic, or anxiolytic related disorders	Sedative, hypnotic or anxiolytic use, unspecified with unspecified sedative, hypnotic or anxiolytic-induced disorder
F14	0	Cocaine related disorders	Cocaine related disorders
F14.1	0	Cocaine related disorders	Cocaine abuse
F14.10	1	Cocaine related disorders	Cocaine abuse, uncomplicated
F14.11	1	Cocaine related disorders	Cocaine abuse, in remission
F14.12	0	Cocaine related disorders	Cocaine abuse with intoxication
F14.120	1	Cocaine related disorders	Cocaine abuse with intoxication, uncomplicated
F14.121	1	Cocaine related disorders	Cocaine abuse with intoxication with delirium
F14.122	1	Cocaine related disorders	Cocaine abuse with intoxication with perceptual disturbance
F14.129	1	Cocaine related disorders	Cocaine abuse with intoxication, unspecified
F14.13	1	Cocaine related disorders	Cocaine abuse, unspecified with withdrawal
F14.14	1	Cocaine related disorders	Cocaine abuse with cocaine-induced mood disorder
F14.15	0	Cocaine related disorders	Cocaine abuse with cocaine-induced psychotic disorder
F14.150	1	Cocaine related disorders	Cocaine abuse with cocaine-induced psychotic disorder with delusions
F14.151	1	Cocaine related disorders	Cocaine abuse with cocaine-induced psychotic disorder with hallucinations
F14.159	1	Cocaine related disorders	Cocaine abuse with cocaine-induced psychotic disorder, unspecified
F14.18	0	Cocaine related disorders	Cocaine abuse with other cocaine-induced disorder
F14.180	1	Cocaine related disorders	Cocaine abuse with cocaine-induced anxiety disorder
F14.181	1	Cocaine related disorders	Cocaine abuse with cocaine-induced sexual dysfunction
F14.182	1	Cocaine related disorders	Cocaine abuse with cocaine-induced sleep disorder
F14.188	1	Cocaine related disorders	Cocaine abuse with other cocaine-induced disorder
F14.19	1	Cocaine related disorders	Cocaine abuse with unspecified cocaine-induced disorder
F14.2	0	Cocaine related disorders	Cocaine dependence
F14.20	1	Cocaine related disorders	Cocaine dependence, uncomplicated
F14.21	1	Cocaine related disorders	Cocaine dependence, in remission
F14.22	0	Cocaine related disorders	Cocaine dependence with intoxication
F14.220	1	Cocaine related disorders	Cocaine dependence with intoxication, uncomplicated
F14.221	1	Cocaine related disorders	Cocaine dependence with intoxication delirium
F14.222	1	Cocaine related disorders	Cocaine dependence with intoxication with perceptual disturbance
F14.229	1	Cocaine related disorders	Cocaine dependence with intoxication, unspecified
F14.23	1	Cocaine related disorders	Cocaine dependence with withdrawal
F14.24	1	Cocaine related disorders	Cocaine dependence with cocaine-induced mood disorder
F14.25	0	Cocaine related disorders	Cocaine dependence with cocaine-induced psychotic disorder
F14.250	1	Cocaine related disorders	Cocaine dependence with cocaine-induced psychotic disorder with delusions
F14.251	1	Cocaine related disorders	Cocaine dependence with cocaine-induced psychotic disorder with hallucinations
F14.259	1	Cocaine related disorders	Cocaine dependence with cocaine-induced psychotic disorder, unspecified
F14.28	0	Cocaine related disorders	Cocaine dependence with other cocaine-induced disorder
F14.280	1	Cocaine related disorders	Cocaine dependence with cocaine-induced anxiety disorder
F14.281	1	Cocaine related disorders	Cocaine dependence with cocaine-induced sexual dysfunction
F14.282	1	Cocaine related disorders	Cocaine dependence with cocaine-induced sleep disorder
F14.288	1	Cocaine related disorders	Cocaine dependence with other cocaine-induced disorder
F14.29	1	Cocaine related disorders	Cocaine dependence with unspecified cocaine-induced disorder
F14.9	0	Cocaine related disorders	Cocaine use, unspecified
F14.90	1	Cocaine related disorders	Cocaine use, unspecified, uncomplicated
F14.91	1	Cocaine related disorders	Cocaine use, unspecified, in remission
F14.92	0	Cocaine related disorders	Cocaine use, unspecified with intoxication
F14.920	1	Cocaine related disorders	Cocaine use, unspecified with intoxication, uncomplicated
F14.921	1	Cocaine related disorders	Cocaine use, unspecified with intoxication delirium
F14.922	1	Cocaine related disorders	Cocaine use, unspecified with intoxication with perceptual disturbance
F14.929	1	Cocaine related disorders	Cocaine use, unspecified with intoxication, unspecified
F14.93	1	Cocaine related disorders	Cocaine use, unspecified with withdrawal
F14.94	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced mood disorder
F14.95	0	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced psychotic disorder
F14.950	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions
F14.951	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations
F14.959	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified
F14.98	0	Cocaine related disorders	Cocaine use, unspecified with other specified cocaine-induced disorder
F14.980	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced anxiety disorder
F14.981	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced sexual dysfunction
F14.982	1	Cocaine related disorders	Cocaine use, unspecified with cocaine-induced sleep disorder
F14.988	1	Cocaine related disorders	Cocaine use, unspecified with other cocaine-induced disorder
F14.99	1	Cocaine related disorders	Cocaine use, unspecified with unspecified cocaine-induced disorder
F15	0	Other stimulant related disorders	Other stimulant related disorders
F15.1	0	Other stimulant related disorders	Other stimulant abuse
F15.10	1	Other stimulant related disorders	Other stimulant abuse, uncomplicated
F15.11	1	Other stimulant related disorders	Other stimulant abuse, in remission
F15.12	0	Other stimulant related disorders	Other stimulant abuse with intoxication
F15.120	1	Other stimulant related disorders	Other stimulant abuse with intoxication, uncomplicated
F15.121	1	Other stimulant related disorders	Other stimulant abuse with intoxication delirium
F15.122	1	Other stimulant related disorders	Other stimulant abuse with intoxication with perceptual disturbance
F15.129	1	Other stimulant related disorders	Other stimulant abuse with intoxication, unspecified
F15.13	1	Other stimulant related disorders	Other stimulant abuse with withdrawal
F15.14	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced mood disorder
F15.15	0	Other stimulant related disorders	Other stimulant abuse with stimulant-induced psychotic disorder
F15.150	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced psychotic disorder with delusions
F15.151	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations
F15.159	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced psychotic disorder, unspecified
F15.18	0	Other stimulant related disorders	Other stimulant abuse with other stimulant-induced disorder
F15.180	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced anxiety disorder
F15.181	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced sexual dysfunction
F15.182	1	Other stimulant related disorders	Other stimulant abuse with stimulant-induced sleep disorder
F15.188	1	Other stimulant related disorders	Other stimulant abuse with other stimulant-induced disorder
F15.19	1	Other stimulant related disorders	Other stimulant abuse with unspecified stimulant-induced disorder
F15.2	0	Other stimulant related disorders	Other stimulant dependence
F15.20	1	Other stimulant related disorders	Other stimulant dependence, uncomplicated
F15.21	1	Other stimulant related disorders	Other stimulant dependence, in remission
F15.22	0	Other stimulant related disorders	Other stimulant dependence with intoxication
F15.220	1	Other stimulant related disorders	Other stimulant dependence with intoxication, uncomplicated
F15.221	1	Other stimulant related disorders	Other stimulant dependence with intoxication delirium
F15.222	1	Other stimulant related disorders	Other stimulant dependence with intoxication with perceptual disturbance
F15.229	1	Other stimulant related disorders	Other stimulant dependence with intoxication, unspecified
F15.23	1	Other stimulant related disorders	Other stimulant dependence with withdrawal
F15.24	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced mood disorder
F15.25	0	Other stimulant related disorders	Other stimulant dependence with stimulant-induced psychotic disorder
F15.250	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced psychotic disorder with delusions
F15.251	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations
F15.259	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced psychotic disorder, unspecified
F15.28	0	Other stimulant related disorders	Other stimulant dependence with other stimulant-induced disorder
F15.280	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced anxiety disorder
F15.281	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced sexual dysfunction
F15.282	1	Other stimulant related disorders	Other stimulant dependence with stimulant-induced sleep disorder
F15.288	1	Other stimulant related disorders	Other stimulant dependence with other stimulant-induced disorder
F15.29	1	Other stimulant related disorders	Other stimulant dependence with unspecified stimulant-induced disorder
F15.9	0	Other stimulant related disorders	Other stimulant use, unspecified
F15.90	1	Other stimulant related disorders	Other stimulant use, unspecified, uncomplicated
F15.91	1	Other stimulant related disorders	Other stimulant use, unspecified, in remission
F15.92	0	Other stimulant related disorders	Other stimulant use, unspecified with intoxication
F15.920	1	Other stimulant related disorders	Other stimulant use, unspecified with intoxication, uncomplicated
F15.921	1	Other stimulant related disorders	Other stimulant use, unspecified with intoxication delirium
F15.922	1	Other stimulant related disorders	Other stimulant use, unspecified with intoxication with perceptual disturbance
F15.929	1	Other stimulant related disorders	Other stimulant use, unspecified with intoxication, unspecified
F15.93	1	Other stimulant related disorders	Other stimulant use, unspecified with withdrawal
F15.94	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced mood disorder
F15.95	0	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced psychotic disorder
F15.950	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions
F15.951	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations
F15.959	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified
F15.98	0	Other stimulant related disorders	Other stimulant use, unspecified with other stimulant-induced disorder
F15.980	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced anxiety disorder
F15.981	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced sexual dysfunction
F15.982	1	Other stimulant related disorders	Other stimulant use, unspecified with stimulant-induced sleep disorder
F15.988	1	Other stimulant related disorders	Other stimulant use, unspecified with other stimulant-induced disorder
F15.99	1	Other stimulant related disorders	Other stimulant use, unspecified with unspecified stimulant-induced disorder
F16	0	Hallucinogen related disorders	Hallucinogen related disorders
F16.1	0	Hallucinogen related disorders	Hallucinogen abuse
F16.10	1	Hallucinogen related disorders	Hallucinogen abuse, uncomplicated
F16.11	1	Hallucinogen related disorders	Hallucinogen abuse, in remission
F16.12	0	Hallucinogen related disorders	Hallucinogen abuse with intoxication
F16.120	1	Hallucinogen related disorders	Hallucinogen abuse with intoxication, uncomplicated
F16.121	1	Hallucinogen related disorders	Hallucinogen abuse with intoxication with delirium
F16.122	1	Hallucinogen related disorders	Hallucinogen abuse with intoxication with perceptual disturbance
F16.129	1	Hallucinogen related disorders	Hallucinogen abuse with intoxication, unspecified
F16.14	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced mood disorder
F16.15	0	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced psychotic disorder
F16.150	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced psychotic disorder with delusions
F16.151	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations
F16.159	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified
F16.18	0	Hallucinogen related disorders	Hallucinogen abuse with other hallucinogen-induced disorder
F16.180	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen-induced anxiety disorder
F16.183	1	Hallucinogen related disorders	Hallucinogen abuse with hallucinogen persisting perception disorder (flashbacks)
F16.188	1	Hallucinogen related disorders	Hallucinogen abuse with other hallucinogen-induced disorder
F16.19	1	Hallucinogen related disorders	Hallucinogen abuse with unspecified hallucinogen-induced disorder
F16.2	0	Hallucinogen related disorders	Hallucinogen dependence
F16.20	1	Hallucinogen related disorders	Hallucinogen dependence, uncomplicated
F16.21	1	Hallucinogen related disorders	Hallucinogen dependence, in remission
F16.22	0	Hallucinogen related disorders	Hallucinogen dependence with intoxication
F16.220	1	Hallucinogen related disorders	Hallucinogen dependence with intoxication, uncomplicated
F16.221	1	Hallucinogen related disorders	Hallucinogen dependence with intoxication with delirium
F16.229	1	Hallucinogen related disorders	Hallucinogen dependence with intoxication, unspecified
F16.24	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced mood disorder
F16.25	0	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced psychotic disorder
F16.250	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions
F16.251	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations
F16.259	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified
F16.28	0	Hallucinogen related disorders	Hallucinogen dependence with other hallucinogen-induced disorder
F16.280	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen-induced anxiety disorder
F16.283	1	Hallucinogen related disorders	Hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks)
F16.288	1	Hallucinogen related disorders	Hallucinogen dependence with other hallucinogen-induced disorder
F16.29	1	Hallucinogen related disorders	Hallucinogen dependence with unspecified hallucinogen-induced disorder
F16.9	0	Hallucinogen related disorders	Hallucinogen use, unspecified
F16.90	1	Hallucinogen related disorders	Hallucinogen use, unspecified, uncomplicated
F16.91	1	Hallucinogen related disorders	Hallucinogen use, unspecified, in remission
F16.92	0	Hallucinogen related disorders	Hallucinogen use, unspecified with intoxication
F16.920	1	Hallucinogen related disorders	Hallucinogen use, unspecified with intoxication, uncomplicated
F16.921	1	Hallucinogen related disorders	Hallucinogen use, unspecified with intoxication with delirium
F16.929	1	Hallucinogen related disorders	Hallucinogen use, unspecified with intoxication, unspecified
F16.94	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced mood disorder
F16.95	0	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder
F16.950	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions
F16.951	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations
F16.959	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified
F16.98	0	Hallucinogen related disorders	Hallucinogen use, unspecified with other specified hallucinogen-induced disorder
F16.980	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen-induced anxiety disorder
F16.983	1	Hallucinogen related disorders	Hallucinogen use, unspecified with hallucinogen persisting perception disorder (flashbacks)
F16.988	1	Hallucinogen related disorders	Hallucinogen use, unspecified with other hallucinogen-induced disorder
F16.99	1	Hallucinogen related disorders	Hallucinogen use, unspecified with unspecified hallucinogen-induced disorder
F17	0	Nicotine dependence	Nicotine dependence
F17.2	0	Nicotine dependence	Nicotine dependence
F17.20	0	Nicotine dependence	Nicotine dependence, unspecified
F17.200	1	Nicotine dependence	Nicotine dependence, unspecified, uncomplicated
F17.201	1	Nicotine dependence	Nicotine dependence, unspecified, in remission
F17.203	1	Nicotine dependence	Nicotine dependence unspecified, with withdrawal
F17.208	1	Nicotine dependence	Nicotine dependence, unspecified, with other nicotine-induced disorders
F17.209	1	Nicotine dependence	Nicotine dependence, unspecified, with unspecified nicotine-induced disorders
F17.21	0	Nicotine dependence	Nicotine dependence, cigarettes
F17.210	1	Nicotine dependence	Nicotine dependence, cigarettes, uncomplicated
F17.211	1	Nicotine dependence	Nicotine dependence, cigarettes, in remission
F17.213	1	Nicotine dependence	Nicotine dependence, cigarettes, with withdrawal
F17.218	1	Nicotine dependence	Nicotine dependence, cigarettes, with other nicotine-induced disorders
F17.219	1	Nicotine dependence	Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders
F17.22	0	Nicotine dependence	Nicotine dependence, chewing tobacco
F17.220	1	Nicotine dependence	Nicotine dependence, chewing tobacco, uncomplicated
F17.221	1	Nicotine dependence	Nicotine dependence, chewing tobacco, in remission
F17.223	1	Nicotine dependence	Nicotine dependence, chewing tobacco, with withdrawal
F17.228	1	Nicotine dependence	Nicotine dependence, chewing tobacco, with other nicotine-induced disorders
F17.229	1	Nicotine dependence	Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders
F17.29	0	Nicotine dependence	Nicotine dependence, other tobacco product
F17.290	1	Nicotine dependence	Nicotine dependence, other tobacco product, uncomplicated
F17.291	1	Nicotine dependence	Nicotine dependence, other tobacco product, in remission
F17.293	1	Nicotine dependence	Nicotine dependence, other tobacco product, with withdrawal
F17.298	1	Nicotine dependence	Nicotine dependence, other tobacco product, with other nicotine-induced disorders
F17.299	1	Nicotine dependence	Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders
F18	0	Inhalant related disorders	Inhalant related disorders
F18.1	0	Inhalant related disorders	Inhalant abuse
F18.10	1	Inhalant related disorders	Inhalant abuse, uncomplicated
F18.11	1	Inhalant related disorders	Inhalant abuse, in remission
F18.12	0	Inhalant related disorders	Inhalant abuse with intoxication
F18.120	1	Inhalant related disorders	Inhalant abuse with intoxication, uncomplicated
F18.121	1	Inhalant related disorders	Inhalant abuse with intoxication delirium
F18.129	1	Inhalant related disorders	Inhalant abuse with intoxication, unspecified
F18.14	1	Inhalant related disorders	Inhalant abuse with inhalant-induced mood disorder
F18.15	0	Inhalant related disorders	Inhalant abuse with inhalant-induced psychotic disorder
F18.150	1	Inhalant related disorders	Inhalant abuse with inhalant-induced psychotic disorder with delusions
F18.151	1	Inhalant related disorders	Inhalant abuse with inhalant-induced psychotic disorder with hallucinations
F18.159	1	Inhalant related disorders	Inhalant abuse with inhalant-induced psychotic disorder, unspecified
F18.17	1	Inhalant related disorders	Inhalant abuse with inhalant-induced dementia
F18.18	0	Inhalant related disorders	Inhalant abuse with other inhalant-induced disorders
F18.180	1	Inhalant related disorders	Inhalant abuse with inhalant-induced anxiety disorder
F18.188	1	Inhalant related disorders	Inhalant abuse with other inhalant-induced disorder
F18.19	1	Inhalant related disorders	Inhalant abuse with unspecified inhalant-induced disorder
F18.2	0	Inhalant related disorders	Inhalant dependence
F18.20	1	Inhalant related disorders	Inhalant dependence, uncomplicated
F18.21	1	Inhalant related disorders	Inhalant dependence, in remission
F18.22	0	Inhalant related disorders	Inhalant dependence with intoxication
F18.220	1	Inhalant related disorders	Inhalant dependence with intoxication, uncomplicated
F18.221	1	Inhalant related disorders	Inhalant dependence with intoxication delirium
F18.229	1	Inhalant related disorders	Inhalant dependence with intoxication, unspecified
F18.24	1	Inhalant related disorders	Inhalant dependence with inhalant-induced mood disorder
F18.25	0	Inhalant related disorders	Inhalant dependence with inhalant-induced psychotic disorder
F18.250	1	Inhalant related disorders	Inhalant dependence with inhalant-induced psychotic disorder with delusions
F18.251	1	Inhalant related disorders	Inhalant dependence with inhalant-induced psychotic disorder with hallucinations
F18.259	1	Inhalant related disorders	Inhalant dependence with inhalant-induced psychotic disorder, unspecified
F18.27	1	Inhalant related disorders	Inhalant dependence with inhalant-induced dementia
F18.28	0	Inhalant related disorders	Inhalant dependence with other inhalant-induced disorders
F18.280	1	Inhalant related disorders	Inhalant dependence with inhalant-induced anxiety disorder
F18.288	1	Inhalant related disorders	Inhalant dependence with other inhalant-induced disorder
F18.29	1	Inhalant related disorders	Inhalant dependence with unspecified inhalant-induced disorder
F18.9	0	Inhalant related disorders	Inhalant use, unspecified
F18.90	1	Inhalant related disorders	Inhalant use, unspecified, uncomplicated
F18.91	1	Inhalant related disorders	Inhalant use, unspecified, in remission
F18.92	0	Inhalant related disorders	Inhalant use, unspecified with intoxication
F18.920	1	Inhalant related disorders	Inhalant use, unspecified with intoxication, uncomplicated
F18.921	1	Inhalant related disorders	Inhalant use, unspecified with intoxication with delirium
F18.929	1	Inhalant related disorders	Inhalant use, unspecified with intoxication, unspecified
F18.94	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced mood disorder
F18.95	0	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced psychotic disorder
F18.950	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions
F18.951	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations
F18.959	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified
F18.97	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced persisting dementia
F18.98	0	Inhalant related disorders	Inhalant use, unspecified with other inhalant-induced disorders
F18.980	1	Inhalant related disorders	Inhalant use, unspecified with inhalant-induced anxiety disorder
F18.988	1	Inhalant related disorders	Inhalant use, unspecified with other inhalant-induced disorder
F18.99	1	Inhalant related disorders	Inhalant use, unspecified with unspecified inhalant-induced disorder
F19	0	Other psychoactive substance related disorders	Other psychoactive substance related disorders
F19.1	0	Other psychoactive substance related disorders	Other psychoactive substance abuse
